Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Professional, scientific and technical activities",Units,1.18,1.406,1.269,1.208,1.132,1.183,1.276,1.181,1.222,1.323,1.238,1.253,1.138,1.243,1.187,1.289,1.095,1.237,1.224,1.001,1.093,1.254,1.265,1.287
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Public administration and defence; compulsory social security,Units,1.106,1.215,1.035,0.971,0.938,0.958,1.013,1.016,1.136,1.2,1.118,1.084,1.016,1.08,1.095,1.27,1.046,1.096,1.078,0.869,0.886,0.844,0.838,0.821
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Publishing, audiovisual and broadcasting activities",Units,0.193,0.226,0.189,0.184,0.169,0.163,0.165,0.156,0.162,0.176,0.159,0.158,0.142,0.146,0.137,0.146,0.113,0.121,0.117,0.09,0.122,0.139,0.156,0.168
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Real estate activities,Units,0.97,1.129,0.993,0.945,0.875,0.852,0.887,0.855,0.929,1.03,0.956,0.963,0.867,0.918,0.933,1.062,0.859,0.962,0.978,0.795,0.869,0.933,0.936,0.907
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Rubber and plastics products,Units,0.165,0.165,0.151,0.151,0.157,0.156,0.159,0.161,0.154,0.158,0.162,0.216,0.173,0.201,0.147,0.162,0.195,0.191,0.181,0.159,0.158,0.189,0.197,0.195
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Telecommunications,Units,0.17,0.197,0.198,0.211,0.221,0.253,0.288,0.282,0.304,0.319,0.282,0.267,0.233,0.227,0.212,0.236,0.181,0.193,0.189,0.143,0.149,0.144,0.137,0.122
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Textiles, textile products, leather and footwear",Units,0.391,0.354,0.396,0.41,0.33,0.377,0.305,0.293,0.292,0.256,0.219,0.195,0.197,0.193,0.176,0.196,0.171,0.178,0.176,0.135,0.147,0.149,0.144,0.116
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Warehousing and support activities for transportation,Units,0.314,0.345,0.327,0.305,0.283,0.281,0.282,0.282,0.295,0.336,0.358,0.379,0.383,0.454,0.388,0.466,0.422,0.451,0.49,0.454,0.49,0.509,0.504,0.477
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Water supply; sewerage, waste management and remediation activities",Units,0.193,0.235,0.232,0.23,0.224,0.224,0.231,0.233,0.247,0.252,0.239,0.243,0.227,0.244,0.225,0.243,0.229,0.236,0.245,0.206,0.209,0.167,0.172,0.17
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Water transport,Units,12.675,12.978,12.667,12.256,12.927,14.803,15.843,15.246,15.41,17.461,18.96,18.944,19.459,19.913,17.827,17.321,18.106,16.944,18.023,18.822,15.853,14.389,13.779,13.51
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wholesale and retail trade; repair of motor vehicles,Units,2.51,3,2.748,2.69,2.559,2.693,2.712,2.703,2.681,2.87,2.804,2.894,2.668,2.811,2.482,2.809,2.421,2.506,2.55,2.169,2.312,2.351,2.476,2.349
"Netherlands, The",NL,NLD,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wood and products of wood and cork,Units,0.058,0.066,0.059,0.067,0.076,0.108,0.053,0.06,0.055,0.056,0.056,0.049,0.042,0.044,0.06,0.059,0.066,0.058,0.051,0.063,0.058,0.063,0.037,0.042
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Accomodation and food services,Units,20.94045059,23.6562859,22.61907893,20.3219291,18.17464398,19.41349462,19.65438425,16.98365614,14.7380241,14.12755553,12.67354617,12.09684147,9.528793922,9.186784491,9.773353026,11.39980235,8.707546305,10.09100592,9.578544061,7.55382939,9.494034705,9.164661897,8.743685559,7.921428612
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,50.2738668,51.28602868,55.77892483,51.45009281,50.02382758,57.22579801,52.88761876,50.75258996,42.59296779,39.61451095,35.69651431,33.96359341,27.25315928,29.87552066,27.32297807,30.19693229,26.24190147,27.10204474,25.0777858,21.80319708,24.09480479,15.99331376,15.76003066,14.4196471
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,329.0528839,366.8147823,343.9513386,357.9892569,371.2351991,413.5411593,399.7910095,357.4436967,299.062605,276.8202789,274.2056062,218.5116535,190.7084709,174.8612565,191.414225,217.1129158,180.3560255,188.7919299,170.9303219,156.9871624,200.6225906,200.0388193,181.5632455,188.1195125
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,1629.552645,1721.489246,1771.934672,1787.174839,1919.041543,1996.625341,2077.478801,1808.969656,1598.42905,1459.962795,1364.130639,1270.956766,1149.479732,1054.518978,1251.302711,1154.540845,1116.876245,1123.614364,1044.566983,1015.636956,1180.295014,1106.985938,1010.190889,906.0989548
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,32.65163694,35.55954707,34.46288034,33.25707008,30.11912282,32.13484509,31.66691436,28.11842578,24.03138794,21.84100903,20.01357564,19.22076896,15.73844316,14.54299043,14.51211899,16.80472569,13.70319811,14.68520014,14.12036658,11.89111139,14.44114012,16.52813376,16.45528977,14.83025802
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,892.2429363,1004.524247,1066.792542,947.7385885,977.3684726,914.1762743,1021.768651,1025.461668,886.12951,671.6597341,586.6333318,520.1691258,441.6282955,392.1082597,548.8738765,432.9440385,391.2993628,504.9903173,501.1257246,488.6900829,656.9501571,676.3393976,591.5941024,535.2187981
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,375.5724111,408.5245155,386.7667652,359.1160221,387.8504094,365.4782733,377.6491293,372.974478,324.1579633,265.7244875,243.0240803,236.5834128,214.3518061,185.8242677,226.8907197,225.9960485,170.2485006,189.0956513,189.8880551,192.1130217,236.3240116,255.5417295,229.9137569,197.4609618
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,918.8953488,783.0114258,823.0320341,1002.352828,850.2450817,609.4213404,657.0256888,659.1582796,552.2003593,429.4367746,323.8892184,270.1784433,263.6962672,189.7485129,246.6956925,193.3994508,159.2879406,163.6552872,168.6569989,178.6291626,299.2512485,391.8307236,310.0749716,251.2086998
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,23.9286277,24.79952211,23.23675227,21.11043564,21.13405942,19.94438366,19.91060083,19.38902292,15.05937124,12.48953137,11.42667935,9.945792343,8.204532511,7.363073674,9.292043789,9.202184351,5.891264097,7.099698263,6.529708989,5.54064821,6.230487854,6.615715781,6.448449185,5.603946816
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,28.44672559,32.54741686,34.52988243,33.56114835,31.27557901,34.13781892,33.32935433,31.14886317,25.97064368,23.6305142,24.1227799,23.50277808,20.97826467,19.33791071,19.93882052,22.38510114,20.95029139,22.71496812,23.77853614,22.55744051,25.63800412,21.0808739,21.27776889,18.5099162
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,24.09384905,26.59955151,25.76502299,23.82826718,22.06646996,22.94395856,23.13922098,20.36423111,17.42730936,16.50201815,14.91157277,14.15408455,11.43139073,10.86723634,11.1593884,13.03272774,10.11107087,11.63054578,10.97990832,8.688444179,10.66634734,10.97756152,10.68886311,9.475000575
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,33.6171827,39.3347872,40.75415775,42.03695867,41.56475761,43.70508302,47.32615753,53.3959057,44.80133939,41.27156404,45.51414405,36.22487072,30.56441481,24.79796302,35.681303,39.71849704,31.81563613,31.60694325,26.32906409,23.23110002,24.06541417,21.41791711,24.01645484,19.98802977
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,3966.348382,3912.484203,4558.306324,4606.108315,4529.639175,5127.650241,5227.750329,4915.430765,4011.083284,3780.316851,2996.412375,2537.506239,2380.40029,2069.301023,2062.646632,2302.559797,1950.192707,2016.68233,1979.293809,2189.034989,2919.535013,3095.156154,2842.343251,2370.292425
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,26.39639767,26.06311962,26.59948992,25.34495225,25.43121663,26.39001138,26.50990248,25.83892617,19.51854262,15.66964697,15.22227392,13.62064379,10.95214389,9.916722073,11.98704848,12.5500883,9.012354274,10.11457446,9.098570644,7.82415218,8.931145124,10.6699842,10.76558165,9.181495511
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,19.99856099,23.06751477,21.82337142,19.47989064,17.87075996,19.20484844,19.49708314,16.83863126,14.67406532,14.2681826,12.73779559,12.10217661,9.503870122,9.234416162,9.365007495,10.93781251,8.337458638,9.837123045,9.408451351,7.313509827,9.225140061,10.29971629,10.14962189,9.263903108
